,lineout pixel,Radius (\mum),Te_electron,lam_general,amp3_general,ud_general,Ti_ion-1
0,209,-901.27584,0.187043226956473,526.3637260246525,0.9931498375218303,-0.08570168128006728,0.0716143062059366
1,244,-800.47584,0.22501215192393248,526.5575368761747,1.0958478826077067,-7.528190761000689,0.08441067032682056
2,279,-699.67584,0.22090181995061625,526.3536036292965,0.8959755175256752,1.5470250010616553,0.08702539874951498
3,314,-598.87584,0.2093270246201747,526.3382183140567,0.8991651067037303,0.7476490552837518,0.07986492300440359
4,348,-500.95583999999997,0.4190967413142415,526.2850800695026,1.1549200709011247,-11.955371183594432,0.029759891411044063
5,383,-400.1558399999999,0.752386999688603,526.2000084512695,2.071217042218492,38.40994330522244,0.18487066179874878
6,418,-299.35583999999994,0.2582466532952026,526.2084897177672,3.749878253108983,4.953390367441742,0.06753081842205685
7,452,-201.4358400000001,0.31967801906771737,526.2004960079706,1.908267137987399,39.98723805997009,0.04699925142425587
8,487,-100.63583999999992,0.22723392165078385,526.2,1.0420850979598557,39.99999999793241,0.1720636676300123
9,522,0.16416000000003805,0.22893406467970837,526.2,1.0675811462708054,39.99816586383146,0.17567795810513845
10,557,100.96415999999999,0.25819984206030594,526.2004885080185,0.9641582230468436,39.699822462879965,0.11433439128275556
11,591,198.88416000000007,0.23601946567994225,526.2001182050733,0.8577146909144205,39.832766772731574,0.1036640260929817
12,626,299.68416,0.2734466135318287,526.3091322064784,0.9712917990243376,3.7137684846362724,0.08827979136663595
13,661,400.48416,0.25038795259606694,526.3228601490194,0.9749036444009008,1.3550058474442537,0.08848940885434622
14,696,501.28415999999993,0.20498999259372624,526.3113964043085,0.8398406339910867,1.9447418398306908,0.08072073512738859
15,730,599.2041599999998,0.19871592357392368,526.3268738506684,0.9382393471757271,1.8652776371699957,0.07743253687062442
