,lineout pixel,Time (ps),Te_electron,Ti_ion-1,lam_general,amp3_general,ud_general
0,561,600,0.29838891437450576,0.1257246996071958,526.4074871437908,1.3419497190048988,-4.3785817878405595
1,581,700,0.44674837671498635,0.18367877068664584,526.3632102740484,1.3413615446813218,-2.9187744688743713
2,601,800,0.42892612598096935,0.17738591238490672,526.3613163617116,1.3696971612537587,-3.5975819742672215
3,621,900,0.37404306554751027,0.1572957428476344,526.3613716876849,1.3857374105597553,-3.044316275663352
4,641,1000,0.2500957265211283,0.10901306511797429,526.4084308516175,1.3605192321731638,-1.826506538894897
5,661,1100,0.18871241143258347,0.08372238409660797,526.3443030855104,1.4266462094739778,-1.4344650610750946
6,681,1200,0.12373098905592453,0.0557311959836149,526.3404202899221,1.353601860207889,-0.9286059108850893
7,701,1300,0.15765192938156414,0.07310353511642186,526.2961493269926,1.4146072016422917,-0.28477192633353
