,initial_losses,losses,initial_reduced_losses,reduced_losses
0,0.38475435136046837,0.38475435136046837,0.3497766830549712,0.3497766830549712
1,0.7323620453289216,0.7323620453289216,0.6657836775717468,0.6657836775717468
2,0.31982499949920534,0.31982499949920534,0.29074999954473213,0.29074999954473213
3,0.32309025705659744,0.32309025705659744,0.29371841550599764,0.29371841550599764
4,0.23120597492478775,0.23120597492478775,0.21018724993162521,0.21018724993162521
5,0.16667857684481924,0.16667857684481924,0.15152597894983566,0.15152597894983566
6,0.2639727890083704,0.2639727890083704,0.23997526273488215,0.23997526273488215
7,0.2859294525906453,0.2859294525906453,0.2599358659914957,0.2599358659914957
8,0.7359533685759039,0.7359533685759039,0.6690485168871853,0.6690485168871853
9,0.6070685042017075,0.6070685042017075,0.5518804583651886,0.5518804583651886
10,0.3443740003379212,0.3443740003379212,0.3130672730344738,0.3130672730344738
11,0.2711883624367792,0.2711883624367792,0.24653487494252652,0.24653487494252652
12,0.35175242489743674,0.35175242489743674,0.3197749317249425,0.3197749317249425
13,0.425635150582996,0.425635150582996,0.38694104598454176,0.38694104598454176
14,0.31422648442834406,0.31422648442834406,0.28566044038940364,0.28566044038940364
15,1.8210083091156712,1.8210083091156712,1.6554620991960647,1.6554620991960647
16,0.3032559826845396,0.3032559826845396,0.2756872569859451,0.2756872569859451
17,0.24312353158735106,0.24312353158735106,0.2210213923521373,0.2210213923521373
18,0.2413437998869887,0.2413437998869887,0.21940345444271697,0.21940345444271697
19,0.26230233239631057,0.26230233239631057,0.23845666581482777,0.23845666581482777
20,0.3060045039867841,0.3060045039867841,0.2781859127152582,0.2781859127152582
21,0.33555591455180406,0.33555591455180406,0.3050508314107309,0.3050508314107309
22,-4.549986172612723,-4.549986172612723,-4.136351066011566,-4.136351066011566
23,1.566468166815981,1.566468166815981,1.42406196983271,1.42406196983271
24,0.3949291013096038,0.3949291013096038,0.3590264557360034,0.3590264557360034
25,0.40032286367984526,0.40032286367984526,0.3639298760725866,0.3639298760725866
26,0.3220324065622673,0.3220324065622673,0.29275673323842477,0.29275673323842477
27,0.4070895975489432,0.4070895975489432,0.37008145231722106,0.37008145231722106
28,0.3664645772448135,0.3664645772448135,0.33314961567710316,0.33314961567710316
29,0.35935960599006844,0.35935960599006844,0.3266905509000622,0.3266905509000622
30,0.3411495116458369,0.3411495116458369,0.3101359196780335,0.3101359196780335
31,0.29128207177942766,0.29128207177942766,0.2648018834358433,0.2648018834358433
32,0.3119892439284562,0.3119892439284562,0.2836265853895056,0.2836265853895056
33,0.3074855242134048,0.3074855242134048,0.2795322947394589,0.2795322947394589
34,0.3993698622005862,0.3993698622005862,0.36306351109144197,0.36306351109144197
35,0.37085971603626633,0.37085971603626633,0.33714519639660573,0.33714519639660573
36,0.3829331303918065,0.3829331303918065,0.34812102762891495,0.34812102762891495
37,0.3722684082308858,0.3722684082308858,0.3384258256644416,0.3384258256644416
