,initial_losses,losses,initial_reduced_losses,reduced_losses
0,26870.432625665686,26870.432625665686,63.44848317748685,63.44848317748685
1,26864.67664936529,26864.67664936529,63.43489173403846,63.43489173403846
2,27052.04234979762,27052.04234979762,63.877313694917625,63.877313694917625
3,31466.154364278438,31466.154364278438,74.3002464327708,74.3002464327708
4,25325.629452214616,25325.629452214616,59.80077792730723,59.80077792730723
5,27605.23339231204,27605.23339231204,65.18354992281472,65.18354992281472
6,25625.42338888678,25625.42338888678,60.50867388166889,60.50867388166889
7,36850.85244347461,36850.85244347461,87.01499986652799,87.01499986652799
8,29569.067244134232,29569.067244134232,69.82070187516938,69.82070187516938
9,29455.349366348815,29455.349366348815,69.55218268323215,69.55218268323215
10,25533.268693258986,25533.268693258986,60.291071294590274,60.291071294590274
11,29427.611233870637,29427.611233870637,69.48668532200858,69.48668532200858
12,46892.0391590341,46892.0391590341,110.72500391743588,110.72500391743588
13,56014.01274179557,56014.01274179557,132.26449289680178,132.26449289680178
14,78456.90273432317,78456.90273432317,185.2583299511763,185.2583299511763
15,39505.44543307794,39505.44543307794,93.28322416311201,93.28322416311201
