,lineout pixel,Radius (\mum),Te_electron,lam_general,amp3_general,ud_general,Ti_ion-1
0,209,-901.27584,0.21902836962650374,526.3584687294062,0.21681438878659703,1.3906080025752523,0.0873189439932474
1,244,-800.47584,0.21277292930352895,526.3217786121626,1.3387629922802904,2.357218083594468,0.08376615486356748
2,279,-699.67584,0.21620665830696453,526.3598377711453,1.003304500025262,1.1261256565217757,0.08448330351215527
3,314,-598.87584,0.22018570454966108,526.3652491626241,1.015104437413318,0.34327605813866313,0.08406547025645365
4,348,-500.95583999999997,0.5479103787453193,526.2000000014908,0.9576406924471855,39.987093873600685,0.6389890695801294
5,383,-400.1558399999999,0.7576057171239274,526.2,2.1782916260369936,39.99998594947985,0.17639468139004036
6,418,-299.35583999999994,0.011114372515761771,526.4428211542289,0.6666236270268753,33.01758010504335,0.6205730051927691
7,452,-201.4358400000001,0.12316552482566935,526.2282668219634,1.4123590130068748,39.25556595377609,0.03656739841683532
8,487,-100.63583999999992,0.24882119466051275,526.3257774932632,0.962318383229388,0.2593563836242083,0.0908799690817036
9,522,0.16416000000003805,0.2451668777120136,526.2980547953708,0.9718086105455005,5.94366999072259,0.08359765955601102
10,557,100.96415999999999,0.22855934384618024,526.346983735344,0.9968002533791122,1.3209138700450467,0.08773768285502558
11,591,198.88416000000007,0.259593744045055,526.2931983705992,0.9701969857904715,3.9607417119378248,0.08660978607855294
12,626,299.68416,0.23969899599994807,526.2000000007512,1.1099773326447595,39.51579409266253,0.2974575578349702
13,661,400.48416,0.01000000003244089,526.3876234616871,0.4411727669114608,18.260142863273323,0.25538353983038886
14,696,501.28415999999993,0.21376142920490648,526.3641407311453,1.0173002587019153,5.707090264356641,0.09114607377425567
15,730,599.2041599999998,0.2292735941082419,526.3359029110817,1.0428234335142201,4.277383299759681,0.0928455011702467
