,lineout pixel,Radius (\mum),amp3_general,ud_general,Va_general,Ti_ion-1,Z_ion-1
0,355,-490.8257263057012,1.0709792228776205,28.09122082749711,0.7154184047601557,0.15061394716870435,3.121210078351002
1,362,-470.6657263057011,1.1060531810010599,17.356586071874,0.4590272321879816,0.14166031471512294,3.199080193910885
2,369,-450.5057263057013,1.0778435302086915,15.16333688271046,0.3900662356988178,0.13868568167983092,3.1101252491644056
3,376,-430.3457263057012,1.082493520064613,12.673117754725219,0.3853274057494964,0.14313095350283828,3.133819381050191
4,383,-410.1857263057011,1.0846641052227388,9.789628225316008,0.3359465660090528,0.14617997372467031,3.2659771971919658
5,390,-390.02572630570126,1.057358901771161,6.577496540415815,0.6691835967273576,0.14691794618057463,3.1389110191487752
6,397,-369.8657263057012,1.10132551433841,14.560300117122694,0.5504658089552983,0.1489157915073231,3.4093947837143306
7,404,-349.7057263057013,1.010279759182582,3.075762796112471,0.42532023626474214,0.1440493354271118,3.2923036630595925
8,411,-329.54572630570124,1.0605418971407323,21.00042763188401,0.6822739205050325,0.1524899328730318,3.2578019528059694
9,418,-309.38572630570116,1.002780943832292,-3.0951458661545743,0.46459911640052454,0.15146970658053818,3.1627316665719523
10,425,-289.2257263057013,1.0685909141145284,1.165207808172127,0.39314855094793266,0.15471280660157985,3.254339916612238
11,431,-271.9457263057013,1.0640492742956462,10.840128048122878,0.3734008908685773,0.14826937456737307,3.1684416145965124
12,438,-251.78572630570125,1.0564710609931334,5.84345812344224,0.4145143122193673,0.14262406855702556,3.2625055278381065
13,445,-231.62572630570116,1.0559607801886928,1.493388220575902,0.41286141014961686,0.14420004360689995,3.361525058835461
14,452,-211.4657263057013,1.082070725885247,16.11317754567918,0.2617233495991851,0.14975854782721934,3.3613780870223833
15,459,-191.30572630570123,1.06497571931319,18.095634642963503,0.6293438471658792,0.15146691809932944,3.3341405471130807
16,466,-171.14572630570115,1.0538693467039746,12.904181219766791,0.5858592985167395,0.15016392094434092,3.3312343539523654
17,473,-150.9857263057013,1.0524870644021649,21.49208788961932,0.629036937557089,0.1523334994869678,3.171661417335162
18,480,-130.8257263057012,1.0608136529257042,17.884209871577852,0.5944130646071386,0.1598286307242962,3.2897300801545666
19,487,-110.66572630570113,1.0577085041079621,9.015233768966567,0.455985081292841,0.15170407950788845,3.2623087649470017
20,494,-90.50572630570127,1.1064628874244136,16.491067093041153,0.26251580469586244,0.16535966228103013,3.158640627906957
21,501,-70.34572630570119,1.0644609329122094,7.734382685008228,0.2610347346388746,0.1470539295013044,3.1246430186510343
22,508,-50.18572630570134,1.049656231146666,3.4297013964505467,0.5851278245070546,0.15706172373395594,3.060851053605849
23,515,-30.025726305701255,1.0522468812238244,-11.72512527790268,0.3257765990277903,0.15198585865500985,3.0072757634267
24,522,-9.865726305701173,1.039245764055627,-12.282953189746884,0.1731968455754611,0.15423379061535203,3.1505668416943506
