,lineout pixel,Radius (\mum),Te_electron,ne_electron,m_electron,amp1_general,amp2_general,amp3_general,ud_general,Va_general,Ti_ion-1,Z_ion-1
0,167,-1039.333248,0.15572812018276877,0.07224188816862981,2.0297029702970297,1.0104138361652801,1.0104138361652801,1.0104138361652801,0.2475247524752476,8.837304847986854,0.0683555264072978,3.3979923235901976
1,171,-1027.813248,0.15572812018276877,0.07224188816862981,2.0297029702970297,1.0104138361652801,1.0104138361652801,1.0104138361652801,0.2475247524752476,8.837304847986854,0.0683555264072978,3.3979923235901976
2,174,-1019.1732479999998,0.15572812018276877,0.07224188816862981,2.0297029702970297,1.0104138361652801,1.0104138361652801,1.0104138361652801,0.2475247524752476,8.837304847986854,0.0683555264072978,3.3979923235901976
3,177,-1010.5332479999998,0.15572812018276877,0.07224188816862981,2.0297029702970297,1.0104138361652801,1.0104138361652801,1.0104138361652801,0.2475247524752476,8.837304847986854,0.0683555264072978,3.3979923235901976
4,181,-999.0132479999999,0.15572812018276877,0.07224188816862981,2.0297029702970297,1.0104138361652801,1.0104138361652801,1.0104138361652801,0.2475247524752476,8.837304847986854,0.0683555264072978,3.3979923235901976
5,184,-990.3732479999999,0.15572812018276877,0.07224188816862981,2.0297029702970297,1.0104138361652801,1.0104138361652801,1.0104138361652801,0.2475247524752476,8.837304847986854,0.0683555264072978,3.3979923235901976
6,188,-978.8532479999999,0.15572812018276877,0.07224188816862981,2.0297029702970297,1.0104138361652801,1.0104138361652801,1.0104138361652801,0.2475247524752476,8.837304847986854,0.0683555264072978,3.3979923235901976
7,191,-970.2132479999998,0.15572812018276877,0.07224188816862981,2.0297029702970297,1.0104138361652801,1.0104138361652801,1.0104138361652801,0.2475247524752476,8.837304847986854,0.0683555264072978,3.3979923235901976
8,195,-958.6932479999998,0.15572812018276877,0.07224188816862981,2.0297029702970297,1.0104138361652801,1.0104138361652801,1.0104138361652801,0.2475247524752476,8.837304847986854,0.0683555264072978,3.3979923235901976
9,198,-950.0532479999998,0.15572812018276877,0.07224188816862981,2.0297029702970297,1.0104138361652801,1.0104138361652801,1.0104138361652801,0.2475247524752476,8.837304847986854,0.0683555264072978,3.3979923235901976
10,202,-938.5332479999998,0.15572812018276877,0.07224188816862981,2.0297029702970297,1.0104138361652801,1.0104138361652801,1.0104138361652801,0.2475247524752476,8.837304847986854,0.0683555264072978,3.3979923235901976
11,205,-929.8932479999999,0.15572812018276877,0.07224188816862981,2.0297029702970297,1.0104138361652801,1.0104138361652801,1.0104138361652801,0.2475247524752476,8.837304847986854,0.0683555264072978,3.3979923235901976
