,lineout pixel,Radius (\mum),amp1_general,amp2_general,Te_electron,ne_electron,m_electron
0,287,-686.665724350804,0.8500586302646232,0.908081521842573,0.22658640542614722,0.07408429277194276,2.0296571563972505
1,298,-654.9857243508039,0.8370640442390721,0.9547327344412425,0.22842833237119306,0.06725051099466013,2.0297289872811746
2,308,-626.185724350804,0.7365441422915379,0.9972354647204887,0.21887535425533772,0.09041896308552573,2.029955568025388
3,319,-594.505724350804,0.9630031859868127,1.0411860907829478,0.22097622941355063,0.08528414842791401,2.0295972961426787
4,329,-565.705724350804,0.8846125058988155,1.0363964862491064,0.2194287743218059,0.09488148800687723,2.029712551738666
5,340,-534.025724350804,0.913989764646584,0.9890818057470178,0.21260131642104366,0.11265128205082775,2.0293796811333276
6,350,-505.22572435080394,0.8500586302643304,0.9080815218423945,0.22658640542729966,0.07408429277205825,2.0296571563972523
7,360,-476.4257243508039,0.8370640442386745,0.9547327344408988,0.22842833237152851,0.06725051099471079,2.029728987281175
8,371,-444.74572435080404,0.7365441422914215,0.9972354647202116,0.21887535425755295,0.09041896308571944,2.029955568025391
9,381,-415.9457243508041,0.9630031859862552,1.0411860907826154,0.2209762294135427,0.08528414842798931,2.0295972961426783
10,392,-384.265724350804,0.8846125058982309,1.0363964862486446,0.21942877432987426,0.09488148800734628,2.0297125517386796
11,402,-355.46572435080407,0.9139897646462478,0.9890818057467288,0.21260131638084337,0.1126512820496796,2.029379681133257
12,412,-326.6657243508039,0.5138318548587097,0.6309995916915823,0.15482877125239683,0.1511673099910597,2.0295733817407453
13,423,-294.98572435080405,0.43335680846599384,0.5509118797301863,0.2066798473944544,0.149082768015083,2.0296496664354877
14,433,-266.1857243508041,0.6676769062585566,0.8205644290891552,0.24142191033578891,0.14219532611002644,2.0300341998675506
15,444,-234.50572435080403,0.732809548603393,0.8688892408531054,0.20050427087851616,0.14956354017031062,2.029546189358564
16,454,-205.70572435080408,0.6285606032358837,0.7908728248522776,0.22578683791971146,0.13374057816704268,2.0300479368184976
17,465,-174.025724350804,0.6532289214409398,0.8755400379789222,0.22480663053828298,0.14849588022394014,2.0296722502096864
18,475,-145.22572435080406,0.513831855397476,0.6309995918286448,0.15482877468789402,0.15116731396387947,2.029573381735516
19,485,-116.4257243508041,0.4333568096789068,0.5509118806875053,0.20668125893241177,0.14908281561228007,2.0296496689357597
20,496,-84.74572435080404,0.6676769077583884,0.8205644293284181,0.24142191023547965,0.14219532756346462,2.0300341998612215
21,506,-55.945724350804085,0.7328095495096544,0.8688892407419799,0.2005043118031147,0.14956354594858656,2.029546189415475
22,517,-24.26572435080402,0.6285606035860922,0.7908728247762518,0.22578679110190533,0.13374057755705163,2.0300479367311945
23,527,4.5342756491959335,0.6532289230862682,0.8755400384497398,0.22480659929901842,0.14849587969466205,2.029672250152108
24,537,33.334275649196115,0.513831855397476,0.6309995918286446,0.15482877468789488,0.15116731396388097,2.029573381735516
25,548,65.01427564919595,0.433356809678908,0.5509118806875055,0.20668125893311018,0.14908281561230513,2.0296496689357606
26,558,93.8142756491959,0.6676769077583888,0.8205644293284184,0.24142191023548168,0.14219532756346603,2.0300341998612215
27,569,125.49427564919597,0.7328095495096547,0.8688892407419797,0.2005043118031191,0.14956354594858823,2.029546189415475
28,579,154.29427564919592,0.6285606035860929,0.790872824776252,0.2257867911019086,0.13374057755705315,2.0300479367311945
29,590,185.974275649196,0.6532289230862688,0.8755400384497403,0.22480659929902067,0.1484958796946626,2.029672250152108
30,600,214.77427564919594,0.9310307060294162,0.8146503496365536,0.2186804364857927,0.15446069936540108,2.028970557234077
31,610,243.5742756491959,0.8791699542651825,0.5644900133137947,0.22779092367168943,0.14846647260432175,2.029572407807752
32,621,275.25427564919596,0.9883136578716427,0.8581403402363756,0.23573164801171403,0.14640467493153678,2.029444475685528
33,631,304.0542756491959,0.9326030771650402,0.8790215830979454,0.206863076505891,0.1537315388536581,2.0274871063140787
34,642,335.734275649196,0.7389572829245802,1.1751366925015805,0.23843380530978422,0.14170472439081144,2.029668187155
35,652,364.53427564919593,0.9009336837361431,1.0700377871899256,0.22629846036508025,0.1456637883305615,2.0296878928275177
36,662,393.3342756491959,0.7422838755604924,1.014110582802871,0.24518887367889053,0.13790497931323042,2.0017944882833745
37,673,425.01427564919595,0.7966966989066134,1.4432711225828885,0.23626093888307215,0.13529274737696803,2.0018365065385617
38,683,453.8142756491959,0.8418946809228022,0.7098447282183781,0.21875473414462246,0.13442750355484098,2.0033003820350688
39,694,485.49427564919597,0.7097025366260354,1.1653265244837128,0.24697915354948782,0.12128742220044261,2.006146973390222
40,704,514.2942756491959,0.7987803179682468,1.1884061897392157,0.2206531373153065,0.12085411374601565,2.023273971915253
41,715,545.974275649196,0.8113109310370813,0.9867042743938473,0.22111317686926082,0.1129422305829841,2.014023524236564
42,725,574.7742756491962,0.876068430570282,1.1520395850886032,0.20519864079429115,0.10728149320981442,2.0017925078489665
43,735,603.5742756491959,0.838700596364443,1.0246466400117709,0.2117673637140015,0.10006430273052457,2.001834578304436
44,746,635.2542756491962,0.654729344980419,1.1160479262706235,0.19533950370456885,0.09465429785632444,2.0032961556690605
45,756,664.0542756491959,0.7399767039333205,0.834663982886386,0.19066833517697065,0.08441227450263432,2.0061410476381667
46,767,695.7342756491962,0.7186858855113293,0.8880868811731881,0.17861224586167476,0.0773013072359295,2.02308927826828
47,777,724.5342756491959,0.37737392701107075,1.0754822833983841,0.1884044072793827,0.07558388400356017,2.013982097267412
