,lineout pixel,Radius (\mum),amp3_general,ud_general,Va_general,Te_electron,Ti_ion-1,Z_ion-1
0,242,-823.33338624,1.1200955483269606,19.537238959492733,8.558897552905524,0.14299157011290387,0.10999290356395247,3.422267694307725
1,250,-800.2933862399999,0.9308884012230587,19.968898954203922,8.837867460805665,0.12000686568990812,0.10999273493248504,3.9779565429447343
2,259,-774.37338624,1.0254119069009773,19.96890772540111,8.904608555450245,0.12000686589531624,0.10999273488350772,4.351451745846184
3,268,-748.4533862399999,1.1336943045956847,19.968906771160015,8.338867972929837,0.1200068659774895,0.1099927364119576,4.4538255036041425
4,276,-725.4133862399999,1.2194806094777877,19.96886041276072,8.67143866118576,0.12000686623149352,0.10999273784864298,4.49102017978959
5,285,-699.49338624,1.2699612193919187,19.96883426877468,8.477548014168551,0.12000686647446124,0.10999273973901759,4.619299277385638
6,294,-673.5733862399999,1.4955297072021965,19.968762911000766,8.562749574312175,0.12000686710784221,0.1099927436532503,4.915250397828029
7,302,-650.5333862399999,1.2795211737868548,19.968719910276697,8.260741160486504,0.12000686770030071,0.10999274717776089,5.250234732549458
8,311,-624.61338624,1.17384954215468,19.96868275384265,8.810849207166505,0.12000686792020776,0.10999275030197066,5.267422157158213
9,320,-598.6933862399999,1.389929797820997,19.968593893737847,8.534205472314259,0.12000686840465279,0.10999275567271614,5.273196287098818
10,329,-572.7733862399999,1.317423295615251,19.968532194034864,8.09998013905745,0.12000686886968326,0.10999276085150515,5.365167460790629
11,337,-549.73338624,1.247915822809599,19.96847674691076,7.504953956215392,0.12000686827606401,0.10999277005043226,4.559075605798585
12,346,-523.8133862399999,0.9769338714964719,19.999999999999204,10.0,0.1200041463886035,0.10999991754572763,4.0961905669807175
13,355,-497.8933862399999,0.7538566026253862,19.999999999999204,10.0,0.12000414625020096,0.10999991754568418,3.7212555158038145
14,363,-474.85338623999996,0.7550571392940912,19.999999999999204,10.0,0.12000414621230142,0.10999991754561361,3.7992810552980747
