,initial_losses,losses,initial_reduced_losses,reduced_losses
0,118.22571369514239,118.22571369514239,107.47792154103853,107.47792154103853
1,126.15199821210206,126.15199821210206,114.68363473827459,114.68363473827459
2,131.7710406842945,131.7710406842945,119.79185516754043,119.79185516754043
3,141.17617800048126,141.17617800048126,128.3419800004375,128.3419800004375
4,180.3875951301188,180.3875951301188,163.98872284556253,163.98872284556253
5,5.908330754551264,5.908330754551264,5.371209776864785,5.371209776864785
6,9.086955198768907,9.086955198768907,8.260868362517188,8.260868362517188
7,178.34449134677348,178.34449134677348,162.13135576979406,162.13135576979406
8,133.5140182972414,133.5140182972414,121.37638027021944,121.37638027021944
9,131.88092851528208,131.88092851528208,119.89175319571098,119.89175319571098
10,4.115138210024544,4.115138210024544,3.741034736385949,3.741034736385949
11,5.016338487462165,5.016338487462165,4.560307715874695,4.560307715874695
12,127.23678127693874,127.23678127693874,115.6698011608534,115.6698011608534
13,91.33226870741191,91.33226870741191,83.02933518855627,83.02933518855627
14,64.92229542132831,64.92229542132831,59.02026856484392,59.02026856484392
15,3.838634181019992,3.838634181019992,3.4896674372909016,3.4896674372909016
16,5.424537939301287,5.424537939301287,4.931398126637534,4.931398126637534
17,93.41586620533799,93.41586620533799,84.92351473212544,84.92351473212544
18,89.07264217946674,89.07264217946674,80.97512925406066,80.97512925406066
19,92.52901035637271,92.52901035637271,84.117282142157,84.117282142157
20,6.251503498979137,6.251503498979137,5.683184999071942,5.683184999071942
21,5.798576112477348,5.798576112477348,5.271432829524861,5.271432829524861
22,142.96794504249976,142.96794504249976,129.97085912954523,129.97085912954523
23,164.86856980131054,164.86856980131054,149.88051800119138,149.88051800119138
24,197.01652128005244,197.01652128005244,179.1059284364113,179.1059284364113
25,20.074032626720246,20.074032626720246,18.249120569745678,18.249120569745678
26,7.17828866638269,7.17828866638269,6.525716969438808,6.525716969438808
27,44.32437228561662,44.32437228561662,40.29488389601511,40.29488389601511
28,47.712226737952804,47.712226737952804,43.37475157995709,43.37475157995709
29,59.670897688055035,59.670897688055035,54.24627062550457,54.24627062550457
30,6.374969107313493,6.374969107313493,5.795426461194085,5.795426461194085
31,6.616755209489251,6.616755209489251,6.015232008626591,6.015232008626591
32,44.238033782553885,44.238033782553885,40.21639434777626,40.21639434777626
33,67.52763691099068,67.52763691099068,61.38876082817334,61.38876082817334
34,88.61143129528843,88.61143129528843,80.55584663208037,80.55584663208037
35,8.520257447302516,8.520257447302516,7.745688588456832,7.745688588456832
36,64.80701289663092,64.80701289663092,58.91546626966447,58.91546626966447
37,59.33026650574622,59.33026650574622,53.93660591431475,53.93660591431475
38,38.521144266391175,38.521144266391175,35.01922206035561,35.01922206035561
39,32.60507642601614,32.60507642601614,29.64097856910558,29.64097856910558
40,11.057726389212304,11.057726389212304,10.052478535647548,10.052478535647548
41,24.030898848558042,24.030898848558042,21.84627168050731,21.84627168050731
42,29.516403572572866,29.516403572572866,26.83309415688442,26.83309415688442
43,29.421888613352827,29.421888613352827,26.747171466684385,26.747171466684385
44,31.86573154085362,31.86573154085362,28.96884685532147,28.96884685532147
45,21.34007420388797,21.34007420388797,19.40006745807997,19.40006745807997
46,72.57414155574405,72.57414155574405,65.97649232340368,65.97649232340368
47,72.00588389570487,72.00588389570487,65.45989445064079,65.45989445064079
48,72.64369251906271,72.64369251906271,66.03972047187519,66.03972047187519
49,42.91159018029187,42.91159018029187,39.01053652753806,39.01053652753806
