,lineout pixel,Radius (\mum),amp3_general,ud_general,Va_general,Te_electron,Ti_ion-1,Z_ion-1
0,224,-875.1733862399999,0.9301807728296847,-19.870703727847275,8.868945369850955,0.29999988842742303,0.09,1.7243181224327264
1,233,-849.2533862399999,0.6842615180111145,-19.869739677171737,8.898458483126007,0.29999988842744485,0.09,1.6843117831960772
2,242,-823.33338624,0.8082595257407732,-19.869379577777508,8.432667113502681,0.2999998884274756,0.09,1.8140671268997788
3,250,-800.2933862399999,0.6565801990596595,-19.86841433861043,8.549684980216256,0.29999988842748654,0.09,1.7036675914116097
4,259,-774.37338624,0.6932900098391945,-19.867915920223403,8.687478838213874,0.2999998884275302,0.09,1.9150284386505336
5,268,-748.4533862399999,1.1916884960796703,19.967386467934894,8.2236201344672,0.2999998884754722,0.09,2.0032112971419345
6,276,-725.4133862399999,1.310611610246237,19.967357382219923,8.612780021252895,0.29999988847549375,0.09,2.0549807303511125
7,285,-699.49338624,1.3300167338843891,19.967333876813278,8.408997922804144,0.2999998884755117,0.09,2.0957009787697523
8,294,-673.5733862399999,1.5516598289898897,19.96722801107954,8.546837167250231,0.29999988847558523,0.09,2.253591181652818
9,302,-650.5333862399999,1.3270098313390497,19.96720261198152,8.141699676967772,0.2999998884756109,0.09,2.3874761717364956
10,311,-624.61338624,1.2178462103735697,19.96718364808021,8.719201534380495,0.2999998884756224,0.09,2.386100344720188
11,320,-598.6933862399999,1.412796468037164,19.967128864328153,8.480036983633084,0.2999998884756544,0.09,2.3969167333339074
12,329,-572.7733862399999,1.342124826109828,19.96709448125283,7.996110098451801,0.29999988847567755,0.09,2.4353575853078686
13,337,-549.73338624,1.1060895098495642,19.967846575595694,5.026288788746998,0.2999998884250472,0.09,1.0000017918959652
14,346,-523.8133862399999,0.8092496615809869,19.96784781387089,5.389608207912424,0.2999998884249113,0.09,1.0000017918836799
15,355,-497.8933862399999,0.6227618140186051,19.967845994470693,4.9067410070693125,0.29999988842480724,0.09,1.0000017918741295
16,363,-474.85338623999996,0.6246466934121503,19.967842806140048,4.67980995530187,0.29999988842473235,0.09,1.0000017918671547
